,Island,Depth_ft,Taxon,Bleached,SST_average
5468,Maui,36.0,MCAP,90.0,2.6004861418055554
5469,Maui,33.0,MPAT,5.0,2.6004861418055554
5470,Maui,28.0,MCAP,100.0,2.6004861418055554
5471,Maui,48.0,PLUT,100.0,2.6004861418055554
5472,Maui,10.0,MCAP,90.0,2.6004861418055554
5473,Maui,33.0,MPAT,20.0,2.6004861418055554
5474,Maui,33.0,PCOM,15.0,2.6004861418055554
5475,Maui,33.0,PCOM,5.0,2.6004861418055554
5476,Oahu,45.0,MPAT,10.0,2.5257665343423428
5478,Oahu,40.0,MPAT,50.0,2.5257665343423428
5479,Oahu,88.0,PMEA,50.0,2.5257665343423428
5480,Oahu,71.0,PLOB,20.0,2.5257665343423428
5481,Oahu,86.0,PMEA,0.0,2.5257665343423428
5482,Oahu,88.0,PLOB,0.0,2.5257665343423428
5483,Oahu,52.0,PCOM,20.0,2.5257665343423428
5484,Oahu,34.0,PDUE,30.0,2.5257665343423428
5485,Oahu,29.0,MPAT,80.0,2.5257665343423428
5486,Oahu,51.0,MPAT,10.0,2.5257665343423428
5487,Oahu,18.0,MCAP,100.0,2.5257665343423428
5488,Oahu,14.0,PLOB,100.0,2.5257665343423428
5489,Oahu,19.0,PLOB,95.0,2.5257665343423428
5490,Oahu,9.0,PMEA,100.0,2.5257665343423428
5491,Oahu,89.0,MPAT,0.0,2.5257665343423428
5492,Oahu,75.0,MCAP,50.0,2.5257665343423428
5493,Oahu,64.0,PLOB,0.0,2.5257665343423428
5494,Oahu,67.0,PMEA,0.0,2.5257665343423428
5495,Oahu,36.0,PMEA,10.0,2.5257665343423428
5496,Oahu,22.0,MCAP,50.0,2.5257665343423428
5497,Oahu,35.0,MCAP,40.0,2.5257665343423428
5498,Oahu,41.0,MCAP,50.0,2.5257665343423428
5499,Oahu,32.0,MFLA,50.0,2.5257665343423428
5500,Oahu,44.0,PMEA,0.0,2.5257665343423428
5501,Oahu,26.0,MFLA,75.0,2.5257665343423428
5502,Oahu,16.0,MPAT,25.0,2.5257665343423428
5503,Oahu,15.0,PMEA,10.0,2.5257665343423428
5504,Oahu,8.0,PMEA,5.0,2.5257665343423428
5505,Oahu,14.0,MPAT,10.0,2.5257665343423428
5507,Oahu,84.0,PLUT,60.0,2.5257665343423428
5510,Oahu,61.0,PLUT,80.0,2.5257665343423428
5511,Oahu,21.0,PMEA,35.0,2.5257665343423428
5512,Oahu,32.0,POSP,50.0,2.5257665343423428
5513,Oahu,22.0,MCAP,100.0,2.5257665343423428
5514,Oahu,23.0,MFLA,100.0,2.5257665343423428
5515,Oahu,33.0,PLIC,60.0,2.5257665343423428
5516,Oahu,30.0,MCAP,100.0,2.5257665343423428
5517,Oahu,15.0,PDUE,70.0,2.5257665343423428
5518,Oahu,36.0,MCAP,100.0,2.5257665343423428
5519,Oahu,11.0,PDUE,90.0,2.5257665343423428
5520,Oahu,16.0,PMEA,90.0,2.5257665343423428
5521,Oahu,15.0,MFLA,100.0,2.5257665343423428
5522,Oahu,13.0,MPAT,10.0,2.5257665343423428
5523,Oahu,6.0,PLIC,80.0,2.5257665343423428
5524,Oahu,29.0,PLUT,10.0,2.5257665343423428
5525,Oahu,12.0,MPAT,5.0,2.5257665343423428
5527,Oahu,75.0,MCAP,75.0,2.5257665343423428
5528,Oahu,65.0,MFLA,80.0,2.5257665343423428
5529,Oahu,14.0,PLUT,0.0,2.5257665343423428
5530,Oahu,28.0,PLOB,0.0,2.5257665343423428
5532,Oahu,25.0,MCAP,80.0,2.5257665343423428
5536,Oahu,13.0,PLIC,5.0,2.5257665343423428
5537,Oahu,36.0,PLOB,10.0,2.5257665343423428
5538,Oahu,30.0,PLOB,20.0,2.5257665343423428
5539,Oahu,29.0,PLOB,5.0,2.5257665343423428
5681,Maui,11.0,MCAP,50.0,2.6004861418055554
5682,Maui,7.0,MCAP,75.0,2.6004861418055554
5683,Maui,7.0,MCAP,10.0,2.6004861418055554
5684,Maui,6.0,MCAP,80.0,2.6004861418055554
5685,Maui,11.0,MPAT,10.0,2.6004861418055554
5686,Hawaii,20.0,MCAP,50.0,2.631593099478873
5687,Hawaii,27.0,PVAR,10.0,2.631593099478873
5688,Hawaii,19.0,PVAR,20.0,2.631593099478873
5689,Hawaii,22.0,MCAP,20.0,2.631593099478873
5691,Hawaii,28.0,MCAP,25.0,2.631593099478873
5692,Hawaii,40.0,PLUT,90.0,2.631593099478873
5693,Hawaii,20.0,PCOM,3.0,2.631593099478873
5694,Hawaii,40.0,MCAP,50.0,2.631593099478873
5695,Hawaii,19.0,MPAT,15.0,2.631593099478873
5696,Hawaii,38.0,MCAP,80.0,2.631593099478873
5697,Hawaii,18.0,MCAP,30.0,2.631593099478873
5698,Hawaii,40.0,MCAP,60.0,2.631593099478873
5700,Hawaii,14.0,PLUT,0.0,2.631593099478873
5701,Hawaii,38.0,PLOB,0.0,2.631593099478873
5702,Hawaii,9.0,PCOM,0.0,2.631593099478873
5704,Hawaii,40.0,MCAP,80.0,2.631593099478873
5706,Hawaii,45.0,PRUS,0.0,2.631593099478873
5707,Hawaii,35.0,MCAP,90.0,2.631593099478873
5709,Hawaii,20.0,PMEA,90.0,2.631593099478873
5710,Hawaii,39.0,PLUT,0.0,2.631593099478873
5715,Hawaii,40.0,PCOM,10.0,2.631593099478873
5719,Hawaii,14.0,MPAT,4.0,2.631593099478873
5720,Hawaii,37.0,PCOM,30.0,2.631593099478873
7309,Hawaii,15.0,PNIE,0.0,2.631593099478873
7312,Hawaii,20.0,MCAP,100.0,2.631593099478873
7313,Hawaii,13.0,MPAT,0.0,2.631593099478873
7316,Lanai,16.0,MCAP,50.0,2.685823911
7317,Lanai,67.0,MPAT,0.0,2.685823911
7318,Lanai,61.0,PMEA,50.0,2.685823911
7319,Lanai,38.0,MCAP,50.0,2.685823911
7320,Lanai,28.0,PMEA,50.0,2.685823911
7321,Lanai,38.0,PMEA,100.0,2.685823911
7322,Lanai,47.0,PMEA,20.0,2.685823911
7323,Lanai,46.0,PMEA,90.0,2.685823911
7324,Lanai,15.0,PMEA,50.0,2.685823911
7325,Lanai,4.0,PMEA,100.0,2.685823911
7326,Lanai,21.0,MFLA,0.0,2.685823911
7327,Lanai,35.0,PMEA,100.0,2.685823911
7330,Lanai,32.0,PMEA,70.0,2.685823911
7331,Lanai,50.0,MPAT,10.0,2.685823911
7332,Maui,52.0,PVAR,100.0,2.6004861418055554
7333,Maui,57.0,PODU,100.0,2.6004861418055554
7334,Maui,39.0,PMON,100.0,2.6004861418055554
7336,Maui,53.0,PMEA,50.0,2.6004861418055554
7337,Maui,27.0,PCOM,0.0,2.6004861418055554
7338,Maui,18.0,PCOM,5.0,2.6004861418055554
7339,Maui,16.0,PDUE,90.0,2.6004861418055554
7340,Maui,13.0,PDUE,100.0,2.6004861418055554
7341,Maui,64.0,PVAR,100.0,2.6004861418055554
7342,Maui,21.0,PGRA,50.0,2.6004861418055554
7345,Maui,32.0,PMEA,100.0,2.6004861418055554
7346,Maui,13.0,PLOB,10.0,2.6004861418055554
7348,Maui,8.0,MFLA,10.0,2.6004861418055554
7349,Maui,12.0,MPAT,100.0,2.6004861418055554
7350,Maui,15.0,POSP,10.0,2.6004861418055554
7351,Maui,12.0,PLOB,1.0,2.6004861418055554
7352,Maui,9.0,MCAP,50.0,2.6004861418055554
7353,Maui,9.0,MCAP,80.0,2.6004861418055554
7354,Maui,9.0,MFLA,0.0,2.6004861418055554
7356,Maui,8.0,MCAP,100.0,2.6004861418055554
7357,Maui,7.0,MPAT,15.0,2.6004861418055554
7358,Maui,14.0,PGRA,50.0,2.6004861418055554
7359,Maui,10.0,MCAP,90.0,2.6004861418055554
7360,Maui,11.0,PCOM,0.0,2.6004861418055554
7361,Maui,11.0,PODU,100.0,2.6004861418055554
7362,Maui,11.0,PMEA,50.0,2.6004861418055554
7363,Maui,11.0,MCAP,50.0,2.6004861418055554
7364,Maui,7.0,MCAP,75.0,2.6004861418055554
7366,Maui,10.0,PMEA,100.0,2.6004861418055554
7367,Maui,18.0,PCOM,20.0,2.6004861418055554
7369,Maui,36.0,PMEA,100.0,2.6004861418055554
7370,Maui,45.0,PCOM,5.0,2.6004861418055554
7371,Maui,61.0,PVAR,0.0,2.6004861418055554
7372,Maui,28.0,MPAT,10.0,2.6004861418055554
7373,Maui,44.0,PCOM,5.0,2.6004861418055554
7374,Maui,38.0,PMEA,100.0,2.6004861418055554
7375,Maui,36.0,PMEA,100.0,2.6004861418055554
7376,Maui,33.0,PCOM,10.0,2.6004861418055554
7377,Maui,28.0,PCOM,20.0,2.6004861418055554
7378,Maui,48.0,PMEA,100.0,2.6004861418055554
7379,Maui,10.0,PMEA,0.0,2.6004861418055554
7380,Maui,33.0,PLOB,10.0,2.6004861418055554
7381,Maui,33.0,PLOB,10.0,2.6004861418055554
7382,Maui,33.0,MPAT,5.0,2.6004861418055554
7383,Oahu,45.0,MFLA,80.0,2.5257665343423428
7385,Oahu,40.0,MCAP,100.0,2.5257665343423428
7386,Oahu,88.0,PCOM,50.0,2.5257665343423428
7387,Oahu,71.0,PLUT,40.0,2.5257665343423428
7388,Oahu,86.0,PLOB,0.0,2.5257665343423428
7390,Oahu,52.0,MCAP,100.0,2.5257665343423428
7391,Oahu,34.0,PMEA,80.0,2.5257665343423428
7392,Oahu,29.0,MCAP,90.0,2.5257665343423428
7393,Oahu,51.0,MCAP,90.0,2.5257665343423428
7394,Oahu,18.0,PLOB,0.0,2.5257665343423428
7395,Oahu,14.0,PMEA,100.0,2.5257665343423428
7396,Oahu,19.0,PMEA,100.0,2.5257665343423428
7397,Oahu,9.0,PDUE,100.0,2.5257665343423428
7398,Oahu,89.0,MCAP,20.0,2.5257665343423428
7400,Oahu,64.0,MFLA,80.0,2.5257665343423428
7401,Oahu,67.0,PLUT,50.0,2.5257665343423428
7402,Oahu,36.0,MPAT,50.0,2.5257665343423428
7403,Oahu,22.0,MFLA,80.0,2.5257665343423428
7404,Oahu,35.0,MFLA,50.0,2.5257665343423428
7405,Oahu,41.0,PMEA,0.0,2.5257665343423428
7406,Oahu,32.0,PMEA,0.0,2.5257665343423428
7407,Oahu,44.0,MCAP,25.0,2.5257665343423428
7408,Oahu,26.0,PVAR,0.0,2.5257665343423428
7409,Oahu,16.0,MFLA,50.0,2.5257665343423428
7410,Oahu,15.0,PDUE,15.0,2.5257665343423428
7411,Oahu,8.0,MCAP,10.0,2.5257665343423428
7412,Oahu,14.0,PMEA,20.0,2.5257665343423428
7418,Oahu,21.0,MCAP,100.0,2.5257665343423428
7420,Oahu,22.0,PLUT,100.0,2.5257665343423428
7421,Oahu,23.0,LEPT,0.0,2.5257665343423428
7422,Oahu,33.0,PLUT,100.0,2.5257665343423428
7423,Oahu,30.0,PLUT,100.0,2.5257665343423428
7424,Oahu,15.0,PLOB,20.0,2.5257665343423428
7426,Oahu,11.0,PLOB,100.0,2.5257665343423428
7427,Oahu,16.0,MPAT,50.0,2.5257665343423428
7429,Oahu,13.0,PLIC,90.0,2.5257665343423428
7430,Oahu,6.0,PMEA,80.0,2.5257665343423428
7431,Oahu,29.0,MCAP,100.0,2.5257665343423428
7432,Oahu,12.0,PDUE,0.0,2.5257665343423428
7439,Oahu,25.0,MPAT,20.0,2.5257665343423428
7443,Oahu,13.0,MPAT,50.0,2.5257665343423428
7444,Oahu,36.0,MCAP,80.0,2.5257665343423428
7446,Oahu,29.0,PLUT,5.0,2.5257665343423428
7588,Maui,11.0,PMEA,100.0,2.6004861418055554
7589,Maui,7.0,MPAT,25.0,2.6004861418055554
7590,Maui,7.0,MPAT,50.0,2.6004861418055554
7591,Maui,6.0,MPAT,40.0,2.6004861418055554
7592,Maui,11.0,PMEA,50.0,2.6004861418055554
7598,Hawaii,28.0,PMEA,90.0,2.631593099478873
7599,Hawaii,40.0,MCAP,50.0,2.631593099478873
7600,Hawaii,20.0,PLUT,20.0,2.631593099478873
7602,Hawaii,19.0,PDUE,80.0,2.631593099478873
7609,Hawaii,9.0,PMON,0.0,2.631593099478873
7622,Hawaii,40.0,PLUT,20.0,2.631593099478873
9220,Hawaii,13.0,PCOM,0.0,2.631593099478873
9223,Lanai,16.0,PCOM,0.0,2.685823911
9225,Lanai,61.0,PVAR,0.0,2.685823911
9226,Lanai,38.0,MPAT,0.0,2.685823911
9227,Lanai,28.0,PGRA,0.0,2.685823911
9229,Lanai,47.0,PLUT,0.0,2.685823911
9232,Lanai,4.0,MPAT,50.0,2.685823911
9233,Lanai,21.0,PMEA,60.0,2.685823911
9237,Lanai,32.0,PMAL,75.0,2.685823911
9240,Maui,57.0,PMEA,100.0,2.6004861418055554
9241,Maui,39.0,PCOM,10.0,2.6004861418055554
9243,Maui,53.0,MPAT,0.0,2.6004861418055554
9245,Maui,18.0,PMEA,100.0,2.6004861418055554
9246,Maui,16.0,PCOM,0.0,2.6004861418055554
9247,Maui,13.0,MCAP,50.0,2.6004861418055554
9249,Maui,21.0,MPAT,50.0,2.6004861418055554
9252,Maui,32.0,PDUE,100.0,2.6004861418055554
9253,Maui,13.0,MPAT,10.0,2.6004861418055554
9255,Maui,8.0,PGRA,50.0,2.6004861418055554
9256,Maui,12.0,MCAP,100.0,2.6004861418055554
9257,Maui,15.0,MCAP,90.0,2.6004861418055554
9261,Maui,9.0,PDUE,100.0,2.6004861418055554
9263,Maui,8.0,PDUE,100.0,2.6004861418055554
9264,Maui,7.0,MCAP,100.0,2.6004861418055554
9265,Maui,14.0,PMEA,100.0,2.6004861418055554
9266,Maui,10.0,PMEA,20.0,2.6004861418055554
9267,Maui,11.0,PLUT,100.0,2.6004861418055554
9269,Maui,11.0,MPAT,10.0,2.6004861418055554
9270,Maui,11.0,PDUE,100.0,2.6004861418055554
9271,Maui,7.0,MFLA,0.0,2.6004861418055554
9273,Maui,10.0,PGRA,50.0,2.6004861418055554
9274,Maui,18.0,PMEA,100.0,2.6004861418055554
9276,Maui,36.0,PMON,100.0,2.6004861418055554
9277,Maui,45.0,PODU,100.0,2.6004861418055554
9278,Maui,61.0,PODU,80.0,2.6004861418055554
9279,Maui,28.0,PODU,100.0,2.6004861418055554
9282,Maui,36.0,PODU,90.0,2.6004861418055554
9283,Maui,33.0,PMEA,100.0,2.6004861418055554
9284,Maui,28.0,PLUT,100.0,2.6004861418055554
9285,Maui,48.0,MCAP,50.0,2.6004861418055554
9286,Maui,10.0,PODU,100.0,2.6004861418055554
9290,Oahu,45.0,PMEA,5.0,2.5257665343423428
9292,Oahu,40.0,PLUT,50.0,2.5257665343423428
9295,Oahu,86.0,PLUT,0.0,2.5257665343423428
9297,Oahu,52.0,PDUE,90.0,2.5257665343423428
9299,Oahu,29.0,PDUE,50.0,2.5257665343423428
9300,Oahu,51.0,PMEA,10.0,2.5257665343423428
9301,Oahu,18.0,PLIC,50.0,2.5257665343423428
9302,Oahu,14.0,PDAM,100.0,2.5257665343423428
9303,Oahu,19.0,MFLA,100.0,2.5257665343423428
9304,Oahu,9.0,MCAP,10.0,2.5257665343423428
9307,Oahu,64.0,PLUT,30.0,2.5257665343423428
9309,Oahu,36.0,MCAP,50.0,2.5257665343423428
9311,Oahu,35.0,MPAT,0.0,2.5257665343423428
9312,Oahu,41.0,PLUT,0.0,2.5257665343423428
9313,Oahu,32.0,MCAP,50.0,2.5257665343423428
9314,Oahu,44.0,MFLA,50.0,2.5257665343423428
9315,Oahu,26.0,MPAT,0.0,2.5257665343423428
9317,Oahu,15.0,PLUT,50.0,2.5257665343423428
9318,Oahu,8.0,MPAT,0.0,2.5257665343423428
9319,Oahu,14.0,PLUT,20.0,2.5257665343423428
9328,Oahu,23.0,PLOB,100.0,2.5257665343423428
9329,Oahu,33.0,MCAP,100.0,2.5257665343423428
9330,Oahu,30.0,MPAT,50.0,2.5257665343423428
9331,Oahu,15.0,MFLA,100.0,2.5257665343423428
9333,Oahu,11.0,MFLA,80.0,2.5257665343423428
9334,Oahu,16.0,PLUT,100.0,2.5257665343423428
9336,Oahu,13.0,PLUT,100.0,2.5257665343423428
9338,Oahu,29.0,PGRA,0.0,2.5257665343423428
9346,Oahu,25.0,PLUT,10.0,2.5257665343423428
9351,Oahu,36.0,MPAT,50.0,2.5257665343423428
9495,Maui,11.0,PVAR,20.0,2.6004861418055554
9496,Maui,7.0,PMEA,90.0,2.6004861418055554
9497,Maui,7.0,PMEA,90.0,2.6004861418055554
9507,Hawaii,20.0,PMEA,10.0,2.631593099478873
9509,Hawaii,19.0,PVAR,10.0,2.631593099478873
